Name	Parent	RootTemplate	ModifierType	Act	Level	UseAPCost	Value	Weight	ComboCategory	Requirements	Strength	Finesse	Intelligence	Constitution	Memory	Wits	Vitality	Armor	PiercingResistance	PhysicalResistance	FireResistance	EarthResistance	WaterResistance	AirResistance	PoisonResistance	Flags	InventoryTab	AddToBottomBar	IgnoredByAI	RuneLevel	RuneEffectWeapon	RuneEffectUpperbody	RuneEffectAmulet	ObjectCategory	MinAmount	MaxAmount	Priority	Unique	MinLevel	MaxLevel	Comment	
SKILLBOOK_Summoning_PowerInfusion	_Skillbooks	4b9109ba-ffe6-4348-8598-e58f9135ebb3			5		190		SkillbookSummoning	Summoning 2																								SkillbookSummoningEarly	1	1	1		4			
SKILLBOOK_Summoning_Harmony	_Skillbooks	ea6e34fe-7234-460e-96bb-9d0e1f7ea6fd			5		250		SkillbookSummoning	Summoning 2																								SkillbookSummoningEarly	1	1	1		4			
SKILLBOOK_Summoning_Supercharge	_Skillbooks	702b8cc0-16a8-47ee-99bc-b1e6c4c993a9			5		190		SkillbookSummoning	Summoning 2																								SkillbookSummoningEarly	1	1	1		4			
SKILLBOOK_Summoning_ShadowInfusion	_Skillbooks	0984bcde-b2cf-43d6-a599-68665c1dfd8a			9		500		SkillbookSummoning	Summoning 2																								SkillbookSummoningMid	1	1	1		9			
SKILLBOOK_Summoning_SoulMate	_Skillbooks	4d353813-037e-448f-8826-4bfc818e4025			9		500		SkillbookSummoning	Summoning 2																								SkillbookSummoningMid	1	1	1		9			
SKILLBOOK_Summoning_Charm	_Skillbooks	510fe3cd-4370-4e0f-b88c-fe8792062eab			9		500		SkillbookSummoning	Summoning 2																								SkillbookSummoningMid	1	1	1		9			
SKILLBOOK_Summoning_CloseTheDoor	_Skillbooks	f46f480d-678d-4af7-935d-b437a2715060			9		800		SkillbookSummoningSource	Summoning 3																								SkillbookSummoningMid	1	1	1		9			
SKILLBOOK_Summoning_PlanarGateway	_Skillbooks	27c01b16-bf05-4794-9a4b-073e2e249b5f			13		750		SkillbookSummoningSource	Summoning 3																								SkillbookSummoningLate	1	1	1		13			
SKILLBOOK_Summoning_Cannibalize	_Skillbooks	ad1f38d3-d7c9-4dea-88e5-cb52c31892ea			16		1400		SkillbookSummoning	Summoning 3																								SkillbookSummoningLate	1	1	1		16			
SKILLBOOK_Summoning_WarpInfusion	_Skillbooks	422bdb96-eb7a-4913-b26e-7ad91a43f87c			16		1400		SkillbookSummoning	Summoning 3																								SkillbookSummoningLate	1	1	1		16			
SKILLBOOK_Summoning_Ethereal	_Skillbooks	298d9977-10fa-45e2-882f-aee1b64ac38e			16		3000		SkillbookSummoningSource	Summoning 5																								SkillbookSummoningLate	1	1	1		16			
SKILLBOOK_Summoning_InnerDemon	_Skillbooks	7c1d4c29-5e16-4fc3-8ee0-afe771fbd367			15		1000																																			
SKILLBOOK_Source_VoidwokenCharm	_Skillbooks	9373ffa1-8285-49a7-91aa-f7f14934157b			8		375																																			
SKILLBOOK_AbilityPoint	_Skillbooks	36da8caa-8e38-4b14-b96a-3511eed491b6			20		4000																																			
SKILLBOOK_StatPoint	_Skillbooks	28b2ff38-74dd-494a-8a34-9020ecca47b1			20		3500																																			
SKILLBOOK_Air_ElectricInfusion	_Skillbooks	eea2a2a2-571b-4b2a-9e46-e8b9d056b310			5		190			AirSpecialist 1; Summoning 1																																
SKILLBOOK_Air_CursedElectricInfusion	_Skillbooks	a0cf63ce-4cfa-4b04-8246-312d13f7fbde			13		500			AirSpecialist 2; Summoning 2																																
SKILLBOOK_Air_VacuumTouch	_Skillbooks	bcd7aa00-77ed-4ad7-a9ee-397e5e5723f6			5		190			AirSpecialist 1; Necromancy 1																																
SKILLBOOK_Air_VacuumAura	_Skillbooks	22f11215-1c98-462d-b7d3-ce0ff506a690			13		500			AirSpecialist 2; Necromancy 2																																
SKILLBOOK_Air_BreathingBubble	_Skillbooks	83cfc525-f810-4dff-9f2b-6d6a381fef2b			5		190			AirSpecialist 1; WarriorLore 1																																
SKILLBOOK_Air_MassBreathingBubbles	_Skillbooks	5817cd39-a40f-4bb7-89d5-9f6445cbeb71			13		500			AirSpecialist 2; WarriorLore 2																																
SKILLBOOK_Air_Vaporize	_Skillbooks	08bf6dff-c1e0-4441-b4f5-1de534e89731			5		190			AirSpecialist 1; Polymorph 1																																
SKILLBOOK_Air_JellyfishSkin	_Skillbooks	3df50ba4-d0d0-4b3c-bc0d-799025abe123			13		500			AirSpecialist 2; Polymorph 2																																
SKILLBOOK_Air_SmokeCover	_Skillbooks	74adc1a7-7dc7-420d-8ba1-e71efb07d886			5		190			AirSpecialist 1; RogueLore 1																																
SKILLBOOK_Air_BlessedSmokeCloud	_Skillbooks	557ff98b-5af4-4d33-8347-0c3c82e561f0			13		500			AirSpecialist 2; RogueLore 2																																
SKILLBOOK_Air_Windwalker	_Skillbooks	5dea75d4-7487-435c-b679-2a8e60e02fb8			5		190			AirSpecialist 1; RangerLore 1																																
SKILLBOOK_Air_EvasiveAura	_Skillbooks	ef6651cc-95a0-42bf-be0b-d4e2d9c2801b			13		500			AirSpecialist 2; RangerLore 2																																
SKILLBOOK_Earth_PoisonInfusion	_Skillbooks	1789c173-53da-46af-aa81-4541cdaf985e			5		190			EarthSpecialist 1; Summoning 1																																
SKILLBOOK_Earth_AcidInfusion	_Skillbooks	a0969593-ef7a-427b-8158-9f50b52b8f78			13		500			EarthSpecialist 2; Summoning 2																																
SKILLBOOK_Earth_CorrosiveTouch	_Skillbooks	5b5ffe55-b8d5-4bbb-9e45-a25a31484e2a			5		190			EarthSpecialist 1; Necromancy 1																																
SKILLBOOK_Earth_CorrosiveSpray	_Skillbooks	cff44010-b803-4a81-a1e9-639d767dfc3e			13		500			EarthSpecialist 2; Necromancy 2																																
SKILLBOOK_Earth_OilyCarapace	_Skillbooks	f93d201e-386d-4cdf-b1c8-2eef2312d5de			5		190			EarthSpecialist 1; WarriorLore 1																																
SKILLBOOK_Earth_MassOilyCarapace	_Skillbooks	fa258fde-321c-4662-8062-c08f6c8a5f26			13		500			EarthSpecialist 2; WarriorLore 2																																
SKILLBOOK_Earth_Condense	_Skillbooks	73507ba6-22d5-43c0-ad5b-e3fda728a664			5		190			EarthSpecialist 1; Polymorph 1																																
SKILLBOOK_Earth_PoisonousSkin	_Skillbooks	39511a41-231c-493b-9fa8-5ee320d57597			13		500			EarthSpecialist 2; Polymorph 2																																
SKILLBOOK_Earth_VenomCoating	_Skillbooks	7b594f99-6905-4e93-b2f3-9f3f7ecca62d			5		190			EarthSpecialist 1; RogueLore 1																																
SKILLBOOK_Earth_VenomousAura	_Skillbooks	e3a358cc-d082-4d91-bd16-07e9c3e0b921			13		500			EarthSpecialist 2; RogueLore 2																																
SKILLBOOK_Earth_ThrowDust	_Skillbooks	e8f68547-b33e-4555-aaf2-82d7a16a8ef3			5		190			EarthSpecialist 1; RangerLore 1																																
SKILLBOOK_Earth_DustBlast	_Skillbooks	5b5807a1-0bfe-4443-9782-7466c4e6b5ef			13		500			EarthSpecialist 2; RangerLore 2																																
SKILLBOOK_Fire_FireInfusion	_Skillbooks	0bb04617-526b-495a-96d6-c11bf543e473			5		190			FireSpecialist 1; Summoning 1																																
SKILLBOOK_Fire_NecrofireInfusion	_Skillbooks	844677f5-625b-498b-b341-56011792a953			13		500			FireSpecialist 2; Summoning 2																																
SKILLBOOK_Fire_CorpseExplosion	_Skillbooks	67720f85-237f-4f7f-b4b3-d11d90c7a9bf			5		190			FireSpecialist 1; Necromancy 1																																
SKILLBOOK_Fire_MassCorpseExplosion	_Skillbooks	cff60186-2fe2-4ebd-82a1-5e88c70fc9cd			13		500			FireSpecialist 2; Necromancy 2																																
SKILLBOOK_Fire_SparkingSwings	_Skillbooks	88ce199a-cccd-4c31-972a-67efb07dcf91			5		190			FireSpecialist 1; WarriorLore 1																																
SKILLBOOK_Fire_MasterOfSparks	_Skillbooks	3236433a-16fc-4a7c-a73b-87bc0d534f14			13		500			FireSpecialist 2; WarriorLore 2																																
SKILLBOOK_Fire_Fireblood	_Skillbooks	42b68832-2c87-442a-b35f-bfff01c86b18			5		190			FireSpecialist 1; Polymorph 1																																
SKILLBOOK_Fire_FlamingSkin	_Skillbooks	b516121c-8335-44cb-8793-b9f3b2384418			13		500			FireSpecialist 2; Polymorph 2																																
SKILLBOOK_Fire_Sabotage	_Skillbooks	2babe986-fe6b-459c-ba6b-3afe6352af20			5		190			FireSpecialist 1; RogueLore 1																																
SKILLBOOK_Fire_MassSabotage	_Skillbooks	5c4ca011-4383-4410-8ca2-591af5502d77			13		500			FireSpecialist 2; RogueLore 2																																
SKILLBOOK_Fire_LaunchExplosiveTrap	_Skillbooks	aace8d2a-5ddf-4891-9b19-d35dc9c617fb			5		190			FireSpecialist 1; RangerLore 1																																
SKILLBOOK_Fire_DeployMassTraps	_Skillbooks	720f21f3-0f9d-4a4b-841b-abb2888e57a5			13		500			FireSpecialist 2; RangerLore 2																																
SKILLBOOK_Water_WaterInfusion	_Skillbooks	4b64e46b-ce85-4b1a-8c3c-72e6ba24dc42			5		190			WaterSpecialist 1; Summoning 1																																
SKILLBOOK_Water_IceInfusion	_Skillbooks	bb6e9b6a-dbc0-4eb9-bb06-9e3272e715e4			13		500			WaterSpecialist 2; Summoning 2																																
SKILLBOOK_Necromancy_RainOfBlood	_Skillbooks	4dede91d-3ddd-446f-9711-dd60ea93fba3			5		190			WaterSpecialist 1; Necromancy 1																																
SKILLBOOK_Water_BloodStorm	_Skillbooks	4fd6849b-b2cb-416b-9094-05c55d56c88e			13		500			WaterSpecialist 3; Necromancy 3																																
SKILLBOOK_Water_CleanseWounds	_Skillbooks	9def4e2e-e1bd-4a32-82b8-02b5b26a88a0			5		190			WaterSpecialist 1; WarriorLore 1																																
SKILLBOOK_Water_MassCleanseWounds	_Skillbooks	c05fe2f6-ff5e-4a4d-8ff3-8172bdfcae33			13		500			WaterSpecialist 2; WarriorLore 2																																
SKILLBOOK_Water_HealingTears	_Skillbooks	b5339679-9eb6-4a17-9fcd-9857ef9ca931			5		190			WaterSpecialist 1; Polymorph 1																																
SKILLBOOK_Water_IceSkin	_Skillbooks	21875884-6c62-4ec6-b259-c4b415ba3958			13		500			WaterSpecialist 2; Polymorph 2																																
SKILLBOOK_Water_VampiricHunger	_Skillbooks	a672d6a7-2576-4826-b7ec-d6ed1db91fb7			5		190			WaterSpecialist 1; RogueLore 1																																
SKILLBOOK_Water_VampiricHungerAura	_Skillbooks	2398983b-d9f3-40ca-9269-9a4fb0860931			13		500			WaterSpecialist 2; RogueLore 2																																
SKILLBOOK_Water_Cryotherapy	_Skillbooks	e9d33b75-125a-4537-a06e-5ed9358c18f9			5		190			WaterSpecialist 1; RangerLore 1																																
SKILLBOOK_Water_MassCryotherapy	_Skillbooks	da5a4e3d-48fe-498d-9f3e-840152a78828			13		500			WaterSpecialist 2; RangerLore 2																																
_Unique														0																												
UNIQUE_Arena_Artifact	_Unique	f1c32199-bee5-4c1f-abdc-29eee9614b34			20	4	500																																			
UNIQUE_Pyramid	_Unique	9e7a4ee9-4034-4496-8038-5cf517dd324e			15	6	0	1000						1			-1		100	100	100	100	100	100	100	Unstorable		Yes														
UNI_PlanarGateway	UNIQUE_Pyramid					0		100000																				No														
QUEST_Stasisfern	_Unique			1	18		100	10																														1				
QUEST_BrokenShapeshiftingMask	_Unique	581bb250-ac09-45b0-81a6-c1185953f71d			0		100																																			
_Scrolls			Item	1	10	2		20						0												BleedingImmunity;SleepingImmunity;PoisonImmunity	Magical															
SCROLL_Curse	_Scrolls	62f012f5-3f1f-4251-9efb-05824c707974			13	1	400																																			
SCROLL_Rain	_Scrolls	35040ba8-1f97-418c-b4a2-3af74e14bc36			1	1	40																											ScrollStarter	1	1	1		1			
SCROLL_Teleportation	_Scrolls	ab9a012e-4a8e-44ca-b000-c6fab31b519a			5	2	100																											ScrollMid	1	1	1		9			
SCROLL_Resurrect	_Scrolls	60180909-ee47-4d1c-b81c-e43bd8fdce1e			5	3	120																											ScrollResurrect	1	1	1		1			
SCROLL_Fireball	_Scrolls	29e28272-fe01-4c2d-9896-29f5680f5b4c			5	2	100																											ScrollMid	1	1	1		9			
SCROLL_RegenerateStart	_Scrolls	b852456a-1230-4933-92ef-ad7c65611ab5			1	1	50																											ScrollStarter	1	1	1		1			
SCROLL_HailStrike	_Scrolls	9644aedc-da69-4073-8993-8c87dad37acd			9	3	260																											ScrollStarterExclusive	1	1	1		1			
SCROLL_LighningBolt	_Scrolls	31798bd0-aff8-49b4-adec-dbe5c5390f80			1	2	70																											ScrollMid	1	1	1		9			
SCROLL_FossilStrike	_Scrolls	e9ef35ca-fb9c-49d0-9165-769806f9c566			1	2	70																											ScrollStarterExclusive	1	1	1		1			
SCROLL_PoisonDart	_Scrolls	06283763-23e8-4ffd-a7c0-3f99d6a45094			1	2	70																											ScrollStarterExclusive	1	1	1		1			
SCROLL_FlamingDaggers	_Scrolls	57558624-9540-4a7d-985b-d809c453928f			1	2	70																											ScrollStarterExclusive	1	1	1		1			
SCROLL_Rain_Blood	_Scrolls	61085ef6-836c-4070-8ca8-316e50c39e06			1	1	70																																			
SCROLL_Ranger_Charm	_Scrolls	c95dc39a-03ac-4972-9d6a-9144f2d8f76b			13		50																																			
SCROLL_Tornado_1	_Scrolls	85db1ca7-d1cf-4afc-93f8-ccf8522e2f29			9		260																																			
SCROLL_Haste	_Scrolls	73324666-37cf-494d-8524-0302434a9bf7			1	1	50																											ScrollStarter			1		1			
SCROLL_Fortify	_Scrolls	ec3bd6c2-12b8-4a47-8584-d71b3332a295			1	1	50																											ScrollStarter			1		1			
SCROLL_MeteorShower	_Scrolls	d3f37c67-8a5e-445c-bc5a-bb2cef39a725			9	3	260																																			
SCROLL_AcidSpores	_Scrolls	7d66da3c-402d-4980-bb2e-d4ea4a5c9fa5			9	3	260																																			
SCROLL_HailStorm	_Scrolls	9314d32c-0714-4478-817a-358a498c98dc				3	120																																			
SCROLL_ElectricFence	_Scrolls	846059d4-6646-4fb5-9581-aeaec3907d40			13	3	350																																			
SCROLL_Projectile_ChainHeal	_Scrolls	1743cf6f-7a9b-42d7-b40a-fac174c3e802			9	2	260																											ScrollLate			1		16			
SCROLL_Projectile_ChainLightning	_Scrolls	20e6e8e1-8e31-4747-954c-f4b14dcaab67			9	3	260																																			
SCROLL_Projectile_DeployMassTraps	_Scrolls	c91224ad-5b86-4f93-8d40-4d0bbcc57675			13	3	350																																			
SCROLL_Projectile_DimensionalBolt	_Scrolls	19f17d6a-32a0-4163-84ff-2e403a8087e6			1	2	70																																			
SCROLL_Projectile_DustBlast	_Scrolls	c1c602f5-4ad9-43a6-a8a6-9bd7cbfb2ee4			13	3	350																																			
SCROLL_Projectile_IceFan	_Scrolls	8e421eef-bc48-4966-b1fd-805d8a813d95			5	2	100																											ScrollMid			1		9			
SCROLL_Projectile_InfectiousFlame	_Scrolls	6e46109d-9c70-4ad5-926f-fc037ec16612			13	2	350																																			
SCROLL_Projectile_LaunchExplosiveTrap	_Scrolls	cd473f00-5571-423f-a280-f689e7329e67			5	1	100																																			
SCROLL_Projectile_LaunchOilBlob	_Scrolls	7a6ca48a-39e7-4d8e-a0a8-6b4374143edb			9	2	260																											ScrollLate			1		16			
SCROLL_Projectile_PyroclasticEruption	_Scrolls	b8d857cc-2556-4b43-b6fa-b1dcfda5bb24			13	3	350																																			
SCROLL_Projectile_Superconductor	_Scrolls	5ee959d9-3092-449a-8f0d-f41744af0559			13	3	350																																			
SCROLL_ProjectileStrike_DazingBolt	_Scrolls	bb2001aa-12d4-41dc-9ddc-37bb250b87a9			5	2	100																																			
SCROLL_Target_AcidInfusion	_Scrolls	4d3085b9-3b7d-47d6-a5ac-30697200befc			13	1	350																																			
SCROLL_Target_ArcaneStitch	_Scrolls	bb646ad8-7501-473f-bedf-2da6d29df21a			9	3	260																																			
SCROLL_Target_BlackShroud	_Scrolls	603de4f3-c99c-4057-b423-3cbf6a12e145			9	1	260																																			
SCROLL_Target_BloodBubble	_Scrolls	3b54c972-f822-4668-9fa9-11f037fdac1d			1	1	60																																			
SCROLL_Target_BurnMyEyes	_Scrolls	377040e8-c400-47b8-a687-a996984f7dd9			1	1	60																											ScrollStarter			1		1			
SCROLL_Target_Cannibalize	_Scrolls	26b4171c-e2ea-4fed-81ee-24da624bc8a5			9	1	260																																			
SCROLL_Target_ChickenTouch	_Scrolls	c15024d5-f601-4acf-b291-acdbc64b1989			1	1	70																											ScrollMid			1		9			
SCROLL_Target_Condense	_Scrolls	beb3ea08-3cfd-4361-b370-73a5fd0e5a51			5	1	100																																			
SCROLL_Target_CorpseExplosion	_Scrolls	197ac6c6-5195-47f1-9066-5064346d05dd			5	1	100																																			
SCROLL_Target_CorrosiveTouch	_Scrolls	eb9cc0a5-2f10-43d9-bcb9-e7b2324914a4			5	1	100																																			
SCROLL_Target_CryogenicStasis	_Scrolls	7892f88d-c187-4ce8-a864-45fa2353241d			9	2	260																																			
SCROLL_Target_CursedElectricInfusion	_Scrolls	be2321b3-f519-44da-be0d-3a1c7979401a			13	1	350																																			
SCROLL_Target_DeathsDoor	_Scrolls	238a5a82-f19b-4dd4-ac51-4018e23bdffd			9	3	260																																			
SCROLL_Target_DeathWish	_Scrolls	6496601b-6a58-4339-a64a-f7a6b49a12ed			5	1	100																																			
SCROLL_Target_DecayingTouch	_Scrolls	77f2f547-2115-4465-99f0-14da03453e01			1	1	60																											ScrollStarter			1		1			
SCROLL_Target_DemonicBargain	_Scrolls	2fcc3dab-e38e-4ec1-8fbd-0f7bef810310			9	1	260																																			
SCROLL_Target_ElectricInfusion	_Scrolls	77454b6b-f14b-416d-8d45-5a76140159d1			5	1	100																																			
SCROLL_Target_Equalize	_Scrolls	4d781c9f-1e40-4450-b204-76b81aec4ab1			13	2	350																																			
SCROLL_Target_Fireblood	_Scrolls	29fffb8c-efc3-4e58-92f5-982923590182			5	1	100																																			
SCROLL_Target_FireInfusion	_Scrolls	4dfa9fa3-aeb0-412f-9448-abf30290fb8c			5	1	100																																			
SCROLL_Target_FireWhip	_Scrolls	645181db-278e-42d3-9ae3-3c3dddf4611d			9	3	260																																			
SCROLL_Target_FlamingCrescendo	_Scrolls	fca25631-cf6d-4350-9416-196a568fadb8			13	2	350																																			
SCROLL_Target_FrostyShell	_Scrolls	4d4928df-01c6-41aa-bee1-c36a30867eeb			1	1	60																											ScrollStarter			1		1			
SCROLL_Target_GraspOfTheStarved	_Scrolls	95ca7c9c-d25a-4c61-b7d3-fee6ed1bac37			9	2	260																																			
SCROLL_Target_Harmony	_Scrolls	94979c00-69c1-4f7c-82f9-6d45828baf9d			5	2	100																																			
SCROLL_Target_IceInfusion	_Scrolls	6f89afaa-0b25-418a-9387-aafe7da1e0d2			5	1	100																																			
SCROLL_Target_Infect	_Scrolls	2c479415-6bc6-4de9-9ace-f117c9ebbe74			5	3	100																														1		13			
SCROLL_Target_MosquitoSwarm	_Scrolls	d17c953e-906b-4ea8-8690-ddde2a483af4			1	2	70																																			
SCROLL_Target_NecrofireInfusion	_Scrolls	43b1807a-7922-4da7-a301-fe51712a7c7c			13	1	350																																			
SCROLL_Target_PoisonInfusion	_Scrolls	ce2af241-232b-489b-83c1-d14c0cb39352			5	1	100																																			
SCROLL_Target_PowerInfusion	_Scrolls	35e49ae1-b8ea-4e5c-956f-86096e0480f7			5	1	100																																			
SCROLL_Target_PressureSpike	_Scrolls	ce5a8478-a595-49af-9b1d-b94e965807e9			9	1	260																																			
SCROLL_Target_RangedInfusion	_Scrolls	80db07b2-fb0b-445e-a004-72abfb1363aa			1	1	60																																			
SCROLL_Target_RockSpikes	_Scrolls	81f05f85-5c90-4624-bddb-3b299f2fbb94			5	2	100																											ScrollMid			1		9			
SCROLL_Target_ShacklesOfPain	_Scrolls	f15eb8c6-6c76-4261-aeda-dea9d2b3c6f4			5	1	100																																			
SCROLL_Target_ShadowInfusion	_Scrolls	6c2c8a7a-0486-465d-ba93-5aa38ca091da			9	1	260																																			
SCROLL_Target_ShockingTouch	_Scrolls	986c2cb6-1e4c-4560-9be2-361196f02edb			1	1	60																											ScrollStarterExclusive			1		1			
SCROLL_Target_SoulMate	_Scrolls	34c64430-eea0-495b-be2d-677f4ba58ffc			9	1	260																																			
SCROLL_Target_SourceVampirism	_Scrolls	2cdd8810-3a95-456b-8943-84c09969b9df				1																																				
SCROLL_Target_SpontaneousCombustion	_Scrolls	d1a76954-fd8c-4b91-9fc5-60ef678dd2bb			5	1	100																																			
SCROLL_Target_StripResistance	_Scrolls	1830d323-6b38-49f4-bc51-b3c95708f455			13	3	350																											ScrollLate			1		13			
SCROLL_Target_Supercharge	_Scrolls	f0ab6884-611b-416b-b3bc-518f33a56490			5	1	100																																			
SCROLL_Target_TentacleLash	_Scrolls	cfae1bb2-ccb1-441d-9ed4-50e0ef1c8305			1	2	70																																			
SCROLL_Target_VacuumTouch	_Scrolls	118a9ca4-31f8-40df-b44f-c76830db7746			5	1	100																																			
SCROLL_Target_Vaporize	_Scrolls	56c23c43-204e-4453-9354-b15f647f8a64			5	1	100																																			
SCROLL_Target_WarpInfusion	_Scrolls	1f460d87-0e76-493b-8366-41461a5898f7			13	1	350																																			
SCROLL_Target_WaterInfusion	_Scrolls	b31cc704-fd5c-419a-9c91-8e2adf0fdc70			5	1	100																																			
SCROLL_Target_Windwalker	_Scrolls	5d4ef864-f0cb-4f81-bb0c-0f088511660e			5	1	100																																			
SCROLL_Target_WinterBlast	_Scrolls	03d2858a-ac17-4039-b847-e220704f1848			5	1	100																														1		9			
SCROLL_Target_WormTremor	_Scrolls	d6cdeeec-a50c-4fac-b139-f3dd7ea9888b			5	3	100																																			
SCROLL_Target_Apportation	_Scrolls	d9e34286-a042-4942-9f07-1eba14f79ae1			15	1																																				
SCROLL_Target_Charm	_Scrolls	088e1bb8-39d8-4989-b6b3-1f4466e96063																																								
SCROLL_Cone_CorrosiveSpray	_Scrolls	c7d4787f-2102-4782-86c4-3f320b382f04			13	2	350																																			
SCROLL_Cone_Flamebreath	_Scrolls	defecdac-f0ff-432d-941b-d68c7ee8b20c				1																																				
SCROLL_Cone_Shatter	_Scrolls	a62fb105-8d3d-41c8-bf4a-912425b8f4ea			13	2	350																																			
SCROLL_Cone_SilencingStare	_Scrolls	e3e9cb73-8fe6-4da4-9ab9-1be45dfb1465			13	2	350																																			
SCROLL_Cone_SteamLance	_Scrolls	d608f53e-7c55-48a8-ae01-345db987f10b			13	2	350																																			
SCROLL_Zone_LaserRay	_Scrolls	9f97f8fc-2010-4075-a591-d45fe9970d8b			9	3	260																											ScrollLate			1		13			
SCROLL_Quake_Earthquake	_Scrolls	877b67c9-5943-4d44-95f4-37aeabc50605			9	3	260																											ScrollLate								
SCROLL_Storm_Lightning	_Scrolls	42d70486-d18f-46ea-bcac-799ef40570dc			13	4	350																																			
SCROLL_Storm_Ethereal	_Scrolls	7b65e113-f440-49d6-87f5-de8a9f7c2833			9	4	260																																			
SCROLL_Wall_LivingWall	_Scrolls	0f5aff6c-488b-4375-b57d-1dec4061af1d			13	2	350																																			
SCROLL_Teleportation_Netherswap	_Scrolls	7ac99e19-3a57-42ef-a1a8-eb0bbc087c8e			9	1	260																																			
SCROLL_Teleportation_SwapGround	_Scrolls	9777be10-d422-4bdd-9f5f-1c3a1ac9031a			9	1	260																																			
SCROLL_Summon_ArtilleryPlant	_Scrolls	a740d2ff-0e2c-4237-8eff-e5e5a6e837c1			9	3	260																																			
SCROLL_Summon_BloatedCorpse	_Scrolls	1113c8c8-9a9b-41ea-aff1-9bbff68da332			1	2	60																																			
SCROLL_Summon_BonePile	_Scrolls	ab6e0ebe-6d64-433f-a957-14f6fe6efb38			9	3	260																																			
SCROLL_Summon_Cat	_Scrolls	8ed33930-32a8-4786-9c20-7cf24043429f				1																																				
SCROLL_Summon_Condor	_Scrolls	961405df-c2d2-4a17-858a-7821ce4f4735				1																																				
SCROLL_Summon_FireSlug	_Scrolls	5d7721a9-4949-42da-901e-5268138d8fc8			9	1	260																																			
SCROLL_Summon_Incarnate	_Scrolls	9f80ef87-f117-4aa9-b340-cb881bf5a779			1	3	60																																			
SCROLL_Summon_PlanarGateway	_Scrolls	8a95a51a-4062-4cc3-861a-3b4596d722f6			9	2	260																																			
SCROLL_Summon_TotemFromSurface	_Scrolls	0fe033a1-4216-455e-a2c8-74ae8019a4c6			1	2	60																																			
SCROLL_Shout_Apotheosis	_Scrolls	3bf11358-666a-4807-be39-85173a246dc8			13	1	350																																			
SCROLL_Shout_BlindingRadiance	_Scrolls	cfb2f7e4-44e2-43d3-af27-42c56df017cd			1	2	60																																			
SCROLL_Storm_Blood	_Scrolls	6a73dd94-391c-4030-9c7a-70574db6e620			13	2	350																																			
SCROLL_Shout_BoneCage	_Scrolls	38306903-58f0-4ba8-8bbb-afffc8d51092			9	1	260																																			
SCROLL_Shout_BullHorns	_Scrolls	f7b11675-0710-4fec-90a5-b2d9a7ec1bba			1	0	60																																			
SCROLL_Shout_ChameleonSkin	_Scrolls	57b4439f-3b3d-4c71-909a-7189a00a3b7b			5	1	100																																			
SCROLL_Shout_CloseTheDoor	_Scrolls	776fd3e9-28e6-4eb0-a89d-10378a9f2a1c			13	4	350																																			
SCROLL_Shout_Contamination	_Scrolls	564c6613-ea5a-4d94-ac87-c47c62331b2d			1	1	60																																			
SCROLL_Shout_FavourableWind	_Scrolls	aa979727-4365-4689-b86b-3d3841341be8			1	1	60																																			
SCROLL_Shout_FireBrand	_Scrolls	841a17c7-5549-45e3-af1d-0cc25a2af951			13	1	350																																			
SCROLL_Shout_FlamingSkin	_Scrolls	78b33c52-fe2a-4765-91de-2159ce80892f			13	1	350																																			
SCROLL_Shout_FlamingTongues	_Scrolls	ac29a04c-b4ea-4cc7-bac9-91e0fad5efe1			9	1	260																																			
SCROLL_Shout_FrostAura	_Scrolls	6b5667f4-b507-4a11-8deb-ac48a3d2331e			5	1	100																														1		13			
SCROLL_Shout_GlobalCooling	_Scrolls	296070a0-99fc-42b9-9c98-075775ede590			9	1	260																																			
SCROLL_Shout_HealingTears	_Scrolls	9d02aa34-c9d7-4d0b-8faa-a2d34f0ec9eb			5	1	100																																			
SCROLL_Shout_IceBreaker	_Scrolls	a9597451-0c67-4467-a276-3ebc5b43d230			13	1	350																																			
SCROLL_Shout_IceSkin	_Scrolls	83a94560-0081-4e83-9509-98f89c2f4021			13	1	350																																			
SCROLL_Shout_Ignition	_Scrolls	b0b21515-d168-48ed-a142-b10ee12e253f			1	1	60																																			
SCROLL_Shout_JellyfishSkin	_Scrolls	a8ffa2e3-d957-4e05-a980-9e41932db9b8			5	1	100																																			
SCROLL_Shout_MassCorpseExplosion	_Scrolls	36de0968-f214-4300-94bc-fadaf4b071dc			13	1	350																																			
SCROLL_Shout_MedusaHead	_Scrolls	a5187d70-292d-4f08-a882-f2e9c8cb6060			9	1	260																																			
SCROLL_Shout_MendMetal	_Scrolls	19f98b74-a671-4c33-aa3d-fe50c30f29b9			5	1	100																														1		13			
SCROLL_Shout_NecromancerTotems	_Scrolls	7cfa6a7d-4d46-4ec9-817e-245c7fff9681			13	2	350																																			
SCROLL_Shout_PoisonousSkin	_Scrolls	d2d97a35-6acd-4c35-a331-a6314c61d309			5	1	100																																			
SCROLL_Shout_PoisonWave	_Scrolls	ce31a01e-9550-4cb9-894b-961fbcaae6d2			9	2	260																											ScrollMid			1		9			
SCROLL_Shout_ReactiveArmor	_Scrolls	3a5b9a51-5726-4a73-9377-be26c0867e17			9	1	260																																			
SCROLL_Shout_ShedSkin	_Scrolls	23fad334-d4b7-4422-8908-d3e980cfa50f			5	0	100																																			
SCROLL_Shout_SiphonPoison	_Scrolls	e60ee8ea-b4a9-444a-ac83-c106262c68eb			13	1	350																																			
