Name	Parent	ItemGroup	ModifierType	Act	Level	Slot	Requirements	Armor Defense Value	ArmorBoost	Magic Armor Value	MagicArmorBoost	Durability	DurabilityDegradeSpeed	Value	Weight	Movement	Initiative	Fire	Air	Water	Earth	Poison	Piercing	Physical	StrengthBoost	FinesseBoost	IntelligenceBoost	ConstitutionBoost	MemoryBoost	WitsBoost	SingleHanded	TwoHanded	Ranged	DualWielding	Perseverance	Leadership	PainReflection	WarriorLore	RangerLore	RogueLore	Sourcery	FireSpecialist	WaterSpecialist	AirSpecialist	EarthSpecialist	Necromancy	Polymorph	Summoning	Telekinesis	Sneaking	Thievery	Loremaster	Repair	Barter	Persuasion	Luck	SightBoost	HearingBoost	VitalityBoost	MagicPointsBoost	ChanceToHitBoost	APMaximum	APStart	APRecovery	AccuracyBoost	DodgeBoost	CriticalChance	Reflection	MaxSummons	Skills	Talents	Tags	ExtraProperties	Flags	Boosts	ComboCategory	InventoryTab	ArmorType	ItemColor	NeedsIdentification	Charges	MaxCharges	RuneSlots	RuneSlots_V1	ObjectCategory	MinAmount	MaxAmount	Priority	Unique	MinLevel	MaxLevel	Comment	
_Boost_Armor_Ring_Resistance_Fire	_BOOSTS_Armor													6				5																																																																											
_Boost_Armor_Ring_Resistance_Fire_Large	_BOOSTS_Armor													10				15																																																																											
_Boost_Armor_Ring_Resistance_Fire_Medium	_BOOSTS_Armor													8				10																																																																											
_Boost_Armor_Ring_Resistance_Poison	_BOOSTS_Armor													6								5																																																																							
_Boost_Armor_Ring_Resistance_Poison_Large	_BOOSTS_Armor													10								15																																																																							
_Boost_Armor_Ring_Resistance_Poison_Medium	_BOOSTS_Armor													8								10																																																																							
_Boost_Armor_Ring_Resistance_Water	_BOOSTS_Armor													6						5																																																																									
_Boost_Armor_Ring_Resistance_Water_Large	_BOOSTS_Armor													10						15																																																																									
_Boost_Armor_Ring_Resistance_Water_Medium	_BOOSTS_Armor													8						10																																																																									
_Boost_Armor_Belt_Resistance_Air	_BOOSTS_Armor													6					9																																																																										
_Boost_Armor_Belt_Resistance_Earth	_BOOSTS_Armor													6							9																																																																								
_Boost_Armor_Belt_Resistance_Fire	_BOOSTS_Armor													6				9																																																																											
_Boost_Armor_Belt_Resistance_Poison	_BOOSTS_Armor													6								9																																																																							
_Boost_Armor_Belt_Resistance_Water	_BOOSTS_Armor													6						9																																																																									
_Boost_Armor_Belt_Resistance_Air_Medium	_BOOSTS_Armor													8					12																																																																										
